Date,Temperature_mean,Temperature_max,Humidity,Wind_speed,Pressure,City
2023-01-01,,,,10.085106382978724,1009.8331914893618,New York
2023-01-02,,,,8.083333333333334,1019.0754166666667,New York
2023-01-03,,,,5.116279069767442,1015.9983720930232,New York
2023-01-04,,,,8.736842105263158,1010.0892105263158,New York
2023-01-05,,,,13.934782608695652,1012.9736956521739,New York
2023-01-06,,,,7.615384615384615,1015.1728205128204,New York
2023-01-07,,,,9.166666666666666,1020.5579166666666,New York
2023-01-08,,,,7.363636363636363,1025.4636363636364,New York
2023-01-09,,,,9.142857142857142,1016.0389285714285,New York
2023-01-10,,,,11.625,1016.2679166666667,New York
2023-01-11,,,,13.083333333333334,1022.6175,New York
2023-01-12,,,,15.966666666666667,1020.27,New York
2023-01-13,,,,8.606060606060606,1002.79,New York
2023-01-14,,,,9.65625,1008.810625,New York
2023-01-15,,,,9.615384615384615,1014.7115384615385,New York
2023-01-16,,,,7.208333333333333,1013.4041666666667,New York
2023-01-17,,,,6.407407407407407,1006.9344444444445,New York
2023-01-18,,,,8.75,1007.3654166666666,New York
2023-01-19,,,,10.517241379310345,1014.4496551724138,New York
2023-01-20,,,,10.433333333333334,1003.8143333333334,New York
2023-01-21,,,,9.833333333333334,1017.9183333333334,New York
2023-01-22,,,,10.16,1020.74,New York
2023-01-23,,,,11.81578947368421,1004.8778947368421,New York
2023-01-24,,,,11.423076923076923,1017.7730769230768,New York
2023-01-25,,,,14.838709677419354,1021.9006451612903,New York
2023-01-26,,,,20.53125,1000.77,New York
2023-01-27,,,,16.375,1017.0158333333334,New York
2023-01-28,10.11111111111111,11.0,37.77777777777778,14.24,1023.572,New York
2023-01-29,8.0,11.0,53.0,7.956521739130435,1024.4934782608696,New York
2023-01-30,8.166666666666666,13.0,64.625,7.875,1021.0641666666667,New York
2023-01-31,4.84,9.0,67.24,9.08,1021.3228,New York
2023-02-01,1.0689655172413792,5.0,60.44827586206897,12.793103448275861,1024.2906896551724,New York
2023-02-02,1.565217391304348,5.0,43.73913043478261,12.826086956521738,1022.2560869565217,New York
2023-02-03,-1.1666666666666667,3.0,47.083333333333336,13.541666666666666,1014.5895833333334,New York
2023-02-04,-8.681818181818182,-3.0,46.13636363636363,9.272727272727273,1033.1877272727272,New York
2023-02-05,1.5217391304347827,9.0,55.130434782608695,13.826086956521738,1025.2434782608696,New York
2023-02-06,7.166666666666667,12.0,55.5,8.416666666666666,1015.9295833333334,New York
2023-02-07,3.0833333333333335,6.0,59.875,11.208333333333334,1025.7341666666666,New York
2023-02-08,7.125,13.0,61.416666666666664,9.875,1021.7708333333334,New York
2023-02-09,7.423076923076923,10.0,66.42307692307692,6.269230769230769,1023.228076923077,New York
2023-02-10,13.0,16.0,58.18181818181818,10.045454545454545,1011.2436363636364,New York
2023-02-11,6.625,10.0,41.541666666666664,10.291666666666666,1022.2912500000001,New York
2023-02-12,4.791666666666667,8.0,54.958333333333336,7.083333333333333,1020.7966666666666,New York
2023-02-13,8.185185185185185,14.0,39.666666666666664,13.37037037037037,1004.1770370370369,New York
2023-02-14,9.130434782608695,13.0,38.17391304347826,8.565217391304348,1013.6147826086956,New York
2023-02-15,11.041666666666666,18.0,49.0,8.791666666666666,1018.6520833333334,New York
2023-02-16,13.833333333333334,17.0,58.166666666666664,8.75,1015.11125,New York
2023-02-17,10.454545454545455,13.0,74.6,9.238095238095237,1004.89,New York
2023-02-18,2.2916666666666665,7.0,47.958333333333336,10.416666666666666,1022.9679166666666,New York
2023-02-19,5.0,9.0,58.04347826086956,12.347826086956522,1026.7160869565218,New York
2023-02-20,9.387096774193548,16.0,73.87096774193549,10.838709677419354,1008.9487096774194,New York
2023-02-21,6.617647058823529,11.0,75.11764705882354,11.558823529411764,1003.8458823529412,New York
2023-02-22,4.962962962962963,7.0,62.111111111111114,8.0,1017.507037037037,New York
2023-02-23,4.40625,6.0,87.34375,16.21875,1013.6240625,New York
2023-02-24,6.217391304347826,8.0,64.95652173913044,7.903225806451613,1018.0903225806452,New York
2023-02-25,-1.3103448275862069,1.0,58.827586206896555,8.0,1030.3496551724138,New York
2023-02-26,2.5555555555555554,11.0,68.29629629629629,14.0,1015.3996296296297,New York
2023-02-27,4.75,8.0,50.708333333333336,9.666666666666666,1013.5174999999999,New York
2023-02-28,2.0232558139534884,3.0,93.56756756756756,17.488372093023255,1007.3141860465116,New York
2023-03-01,4.48,7.0,70.52,11.68,1018.8172,New York
2023-03-02,8.052631578947368,12.0,77.83333333333333,11.028571428571428,1007.1728571428572,New York
2023-03-03,5.434782608695652,9.0,56.69565217391305,9.304347826086957,1015.4991304347826,New York
2023-03-04,6.0,8.0,85.02439024390245,20.048780487804876,1000.8114634146341,New York
2023-03-05,7.0,12.0,57.38461538461539,8.115384615384615,1018.2538461538461,New York
2023-03-06,7.7727272727272725,12.0,46.18181818181818,7.681818181818182,1020.3863636363636,New York
2023-03-07,4.903225806451613,9.0,56.58064516129032,8.290322580645162,1010.2461290322581,New York
2023-03-08,4.166666666666667,9.0,50.375,7.5,1019.2445833333333,New York
2023-03-09,5.913043478260869,12.0,53.91304347826087,8.347826086956522,1021.6386956521739,New York
2023-03-10,5.241379310344827,7.0,62.93103448275862,10.827586206896552,1017.2872413793103,New York
2023-03-11,5.371428571428571,7.0,83.48571428571428,11.142857142857142,1006.69,New York
2023-03-12,3.8333333333333335,5.0,71.66666666666667,8.166666666666666,1015.0,New York
2023-03-13,6.0,6.0,76.0,9.0,1016.35,New York
2023-03-17,12.333333333333334,13.0,46.833333333333336,8.333333333333334,1003.4866666666667,New York
2023-03-18,9.73913043478261,12.0,49.04347826086956,10.0,1005.2386956521739,New York
2023-03-19,3.608695652173913,8.0,37.34782608695652,13.73913043478261,1014.5417391304347,New York
2023-03-20,4.416666666666667,10.0,43.875,12.333333333333334,1024.63375,New York
2023-03-21,9.434782608695652,17.0,38.43478260869565,12.0,1027.1578260869567,New York
2023-03-22,10.652173913043478,16.0,44.130434782608695,9.434782608695652,1027.363043478261,New York
2023-03-23,10.862068965517242,14.0,83.3103448275862,7.758620689655173,1015.8044827586208,New York
2023-03-24,10.333333333333334,14.0,57.875,7.458333333333333,1012.7566666666667,New York
2023-03-25,6.888888888888889,9.0,71.74074074074075,23.0,1014.6355555555556,New York
2023-03-26,10.458333333333334,17.0,57.0,14.3125,1009.750625,New York
2023-03-27,11.125,14.0,42.75,9.708333333333334,1016.1833333333334,New York
2023-03-28,8.166666666666666,11.0,67.73333333333333,9.033333333333333,1017.5373333333333,New York
2023-03-29,8.434782608695652,13.0,41.17391304347826,9.869565217391305,1020.3434782608696,New York
2023-03-30,5.32,9.0,46.84,9.12,1023.1511999999999,New York
2023-03-31,6.782608695652174,11.0,51.65217391304348,9.91304347826087,1025.2726086956523,New York
2023-04-01,14.827586206896552,20.0,72.32142857142857,11.482758620689655,1002.8103448275862,New York
2023-04-02,9.92,14.0,44.24,8.0,1007.9304,New York
2023-04-03,8.75,14.0,43.333333333333336,12.791666666666666,1019.8933333333333,New York
2023-04-04,14.0,21.0,68.48148148148148,7.888888888888889,1016.7422222222223,New York
2023-04-05,11.2,17.0,93.475,19.375,1022.54925,New York
2023-04-06,14.428571428571429,24.0,64.125,10.424242424242424,1020.240303030303,New York
2023-04-07,12.8,16.0,32.8,7.5,1025.986,New York
2023-04-08,7.777777777777778,11.0,36.833333333333336,7.666666666666667,1031.6455555555556,New York
2023-04-09,9.0,13.0,48.42857142857143,11.785714285714286,1032.797142857143,New York
2023-04-10,11.764705882352942,18.0,50.8235294117647,10.294117647058824,1030.3123529411766,New York
2023-04-11,15.041666666666666,22.0,37.416666666666664,12.291666666666666,1021.6283333333334,New York
2023-04-12,20.05263157894737,28.0,29.789473684210527,14.368421052631579,1011.9499999999999,New York
2023-04-13,27.5,29.0,27.0,15.75,1009.41375,New York
2023-04-14,22.125,26.0,39.375,9.25,1010.85125,New York
2023-04-15,14.666666666666666,15.0,94.66666666666667,2.0,1012.29,New York
2023-04-16,15.777777777777779,22.0,84.46428571428571,4.703703703703703,1010.7538888888889,New York
2023-04-17,13.666666666666666,19.0,84.68,12.5,1004.064,New York
2023-04-20,11.2,16.0,56.266666666666666,12.066666666666666,1023.1693333333334,New York
2023-04-21,16.866666666666667,20.0,61.333333333333336,14.533333333333333,1017.5033333333333,New York
2023-04-22,14.515151515151516,20.0,79.12121212121212,18.606060606060606,1014.3015151515151,New York
2023-04-23,15.517241379310345,19.0,75.15384615384616,11.25925925925926,1010.7418518518518,New York
2023-04-24,12.333333333333334,17.0,50.25,6.291666666666667,1016.7479166666667,New York
2023-04-25,12.125,15.0,48.583333333333336,6.458333333333333,1020.55625,New York
2023-04-26,12.23076923076923,14.0,55.03846153846154,10.461538461538462,1023.3973076923078,New York
2023-04-27,12.258064516129032,14.0,71.06451612903226,7.451612903225806,1023.0583870967743,New York
2023-04-28,11.1875,13.0,74.25,15.75,1021.949375,New York
2023-04-29,9.095238095238095,10.0,94.10526315789474,26.666666666666668,1013.0262745098039,New York
2023-04-30,,,,18.649122807017545,998.9266666666666,New York
2023-05-01,13.19047619047619,16.0,53.5,17.305555555555557,989.0902777777778,New York
2023-05-02,11.214285714285714,14.0,64.64285714285714,16.392857142857142,995.9785714285715,New York
2023-05-03,11.125,14.0,60.041666666666664,13.166666666666666,999.0308333333334,New York
2023-05-04,10.911764705882353,13.0,73.58823529411765,9.676470588235293,1009.6114705882353,New York
2023-05-05,12.875,17.0,70.41666666666667,9.583333333333334,1021.0229166666667,New York
2023-05-06,15.416666666666666,23.0,59.875,7.0,1023.4079166666667,New York
2023-05-07,18.44,25.0,47.2,7.08,1016.6792,New York
2023-05-08,20.041666666666668,26.0,53.416666666666664,7.458333333333333,1008.3683333333333,New York
2023-05-09,17.416666666666668,22.0,36.708333333333336,11.333333333333334,1013.6020833333333,New York
2023-05-10,16.04,22.0,52.08,8.84,1020.2128,New York
2023-05-11,19.375,26.0,43.25,9.333333333333334,1019.2583333333333,New York
2023-05-12,22.625,29.0,44.0,9.333333333333334,1017.7358333333333,New York
2023-05-13,23.25,26.0,45.75,7.125,1015.8308333333333,New York
2023-05-14,20.125,24.0,32.0,11.041666666666666,1020.5154166666666,New York
2023-05-15,17.916666666666668,23.0,36.208333333333336,11.833333333333334,1022.7566666666667,New York
2023-05-16,19.833333333333332,26.0,41.583333333333336,16.166666666666668,1009.2287500000001,New York
2023-05-17,17.875,22.0,41.666666666666664,11.833333333333334,1005.7858333333334,New York
2023-05-18,12.541666666666666,16.0,42.708333333333336,12.625,1024.2954166666666,New York
2023-05-19,15.166666666666666,19.0,64.125,13.291666666666666,1027.3425,New York
2023-05-20,15.181818181818182,16.0,82.38461538461539,8.0,1018.8020930232558,New York
2023-05-21,18.166666666666668,22.0,54.76470588235294,5.725,1012.6094999999999,New York
2023-05-22,18.708333333333332,23.0,57.75,8.833333333333334,1020.4025,New York
2023-05-23,16.0,20.0,65.08333333333333,13.541666666666666,1026.5525,New York
2023-05-24,17.0,24.0,48.416666666666664,7.875,1019.2308333333334,New York
2023-05-25,16.0,21.0,51.416666666666664,13.375,1019.34375,New York
2023-05-26,18.25,24.0,41.25,9.5,1024.0120833333333,New York
2023-05-27,19.5,25.0,41.958333333333336,7.125,1025.7908333333332,New York
