,City,Date,PM2.5,PM10,O3,NO2,CO,SO2,Green_Space
0,Cairo,2023-01-01,36.3375,60.34166666666667,33.333333333333336,36.1,337.4166666666667,34.795833333333334,53
1,Cairo,2023-01-02,49.37916666666666,78.9375,18.625,46.70416666666667,442.0,55.14166666666667,53
2,Cairo,2023-01-03,34.06666666666667,51.825,24.58333333333333,44.6125,387.0416666666667,48.67083333333333,53
3,Cairo,2023-01-04,30.7375,43.02916666666667,38.958333333333336,37.42083333333333,322.1666666666667,42.025,53
4,Cairo,2023-01-05,23.14583333333333,34.125,29.041666666666668,48.1625,415.1666666666667,50.4125,53
5,Cairo,2023-01-06,21.59583333333333,32.145833333333336,26.875,52.26666666666667,419.2083333333333,50.4375,53
6,Cairo,2023-01-07,24.725,31.55,21.916666666666668,55.24583333333334,463.75,61.54583333333333,53
7,Cairo,2023-01-08,22.291666666666668,32.475,26.5,44.79166666666666,401.7916666666667,48.69166666666666,53
8,Cairo,2023-01-09,22.745833333333334,31.925,33.708333333333336,44.79166666666666,439.8333333333333,54.17083333333333,53
9,Cairo,2023-01-10,44.4625,50.075,15.0,72.39999999999999,865.75,137.05416666666667,53
10,Cairo,2023-01-11,29.754166666666663,37.958333333333336,21.541666666666668,59.895833333333336,535.3333333333334,69.23333333333333,53
11,Cairo,2023-01-12,26.6375,47.9125,36.708333333333336,38.40416666666667,312.7083333333333,35.40416666666666,53
12,Cairo,2023-01-13,25.0125,41.895833333333336,37.333333333333336,38.45,304.5833333333333,35.325,53
13,Cairo,2023-01-14,18.8625,34.895833333333336,42.5,30.0625,279.125,27.508333333333336,53
14,Cairo,2023-01-15,17.004166666666666,25.3625,33.208333333333336,39.829166666666666,351.5416666666667,40.625,53
15,Cairo,2023-01-16,23.9375,48.37083333333334,27.20833333333333,46.28333333333333,404.5833333333333,44.5625,53
16,Cairo,2023-01-17,34.275,57.64166666666667,20.625,61.01666666666667,578.2916666666666,89.28750000000001,53
17,Cairo,2023-01-18,32.800000000000004,45.475,36.833333333333336,49.80416666666667,426.1666666666667,47.2,53
18,Cairo,2023-01-19,27.120833333333334,36.41666666666666,42.708333333333336,42.0,351.4583333333333,42.29583333333333,53
19,Cairo,2023-01-20,35.6875,46.645833333333336,22.95833333333333,63.26666666666667,557.3333333333334,83.80416666666666,53
20,Cairo,2023-01-21,45.458333333333336,54.1375,28.70833333333333,60.1625,482.5416666666667,74.12916666666666,53
21,Cairo,2023-01-22,34.61666666666667,45.0625,38.083333333333336,45.0875,373.0,46.88333333333333,53
22,Cairo,2023-01-23,38.85,51.0625,42.5,38.2125,328.0,41.3375,53
23,Cairo,2023-01-24,36.6875,52.23333333333333,49.583333333333336,31.725,286.2916666666667,36.9875,53
24,Cairo,2023-01-25,37.31666666666667,49.42083333333333,51.458333333333336,37.03333333333333,343.4583333333333,38.7875,53
25,Cairo,2023-01-26,28.195833333333336,38.2875,56.91666666666666,37.72916666666666,316.4166666666667,34.56666666666667,53
26,Cairo,2023-01-27,32.44166666666667,52.708333333333336,55.083333333333336,35.13333333333333,249.95833333333331,33.61666666666667,53
27,Cairo,2023-01-28,42.05,82.34583333333333,45.91666666666666,33.28333333333333,266.25,41.579166666666666,53
28,Cairo,2023-01-29,23.666666666666668,41.19166666666667,53.66666666666666,27.541666666666668,236.5,25.59583333333333,53
29,Cairo,2023-01-30,29.4,46.56666666666666,38.29166666666666,41.99583333333333,367.0833333333333,48.175,53
30,Cairo,2023-01-31,24.491666666666664,57.0,53.125,30.729166666666668,269.3333333333333,25.65833333333333,53
31,Cairo,2023-02-01,39.66666666666666,124.0375,60.25,21.5,243.95833333333331,20.425,53
32,Cairo,2023-02-02,20.8875,34.90833333333333,39.958333333333336,39.19166666666667,387.7916666666667,37.97083333333333,53
33,Cairo,2023-02-03,24.9875,38.21666666666667,32.458333333333336,53.675,452.0416666666667,60.083333333333336,53
34,Cairo,2023-02-04,15.583333333333334,29.183333333333334,52.54166666666666,34.00416666666667,283.6666666666667,26.4,53
35,Cairo,2023-02-05,19.575,37.3125,47.66666666666666,36.85416666666666,328.5416666666667,33.7625,53
36,Cairo,2023-02-06,43.12916666666666,126.5125,62.16666666666666,14.35,208.91666666666663,16.266666666666666,53
37,Cairo,2023-02-07,16.020833333333332,30.791666666666668,51.083333333333336,21.84583333333333,270.4166666666667,20.841666666666665,53
38,Cairo,2023-02-08,20.891666666666666,30.96666666666667,37.625,37.1375,369.625,38.266666666666666,53
39,Cairo,2023-02-09,31.254166666666663,39.74583333333333,36.66666666666666,54.54583333333333,455.5833333333333,56.9125,53
40,Cairo,2023-02-10,25.254166666666663,36.85416666666666,51.29166666666666,39.6125,330.0,36.78333333333333,53
41,Cairo,2023-02-11,27.40833333333333,37.90833333333333,55.375,30.066666666666663,293.4166666666667,30.0375,53
42,Cairo,2023-02-12,28.308333333333334,36.60416666666666,55.208333333333336,34.47083333333333,335.9583333333333,30.891666666666666,53
43,Cairo,2023-02-13,31.308333333333334,40.895833333333336,47.625,41.42083333333333,370.7083333333333,41.94583333333333,53
44,Cairo,2023-02-14,34.07083333333333,43.90416666666667,44.708333333333336,46.05833333333334,412.5416666666667,41.895833333333336,53
45,Cairo,2023-02-15,30.90833333333333,40.704166666666666,48.375,40.90833333333333,365.7083333333333,42.65416666666667,53
46,Cairo,2023-02-16,24.27083333333333,34.958333333333336,49.25,39.05416666666667,339.6666666666667,36.02916666666667,53
47,Cairo,2023-02-17,28.933333333333334,39.0,49.04166666666666,36.725,327.1666666666667,30.325,53
48,Cairo,2023-02-18,22.85833333333333,29.70833333333333,63.625,24.47083333333333,257.0416666666667,23.954166666666666,53
49,Cairo,2023-02-19,22.870833333333334,30.245833333333334,62.583333333333336,26.1625,246.83333333333331,24.391666666666666,53
50,Cairo,2023-02-20,25.629166666666663,33.44583333333333,57.083333333333336,34.6,296.25,33.825,53
51,Cairo,2023-02-21,30.6875,43.56666666666666,48.833333333333336,44.395833333333336,351.2916666666667,43.59166666666667,53
52,Cairo,2023-02-22,37.833333333333336,52.99166666666667,42.16666666666666,46.5,370.3333333333333,49.46666666666667,53
53,Cairo,2023-02-23,36.40416666666667,48.69583333333333,37.458333333333336,48.00833333333333,410.4166666666667,50.28333333333333,53
54,Cairo,2023-02-24,40.891666666666666,50.50833333333333,34.916666666666664,49.19583333333333,431.9583333333333,55.87083333333334,53
55,Cairo,2023-02-25,37.6,47.7875,43.958333333333336,46.5875,382.0416666666667,47.70416666666667,53
56,Cairo,2023-02-26,21.995833333333334,32.80416666666667,61.5,35.2875,297.0416666666667,29.929166666666664,53
57,Cairo,2023-02-27,32.170833333333334,52.06666666666666,72.58333333333333,29.479166666666668,281.0833333333333,30.0,53
58,Cairo,2023-02-28,47.7,68.92083333333333,42.625,59.80833333333334,501.0833333333333,76.67916666666666,53
59,Cairo,2023-03-01,42.75833333333333,56.8,27.75,78.64583333333333,685.6666666666666,96.12083333333334,53
60,Cairo,2023-03-02,39.86666666666667,64.575,42.583333333333336,48.06666666666666,441.75,53.17916666666667,53
61,Cairo,2023-03-03,46.13333333333333,83.14583333333333,61.5,37.82083333333333,305.4166666666667,38.87083333333333,53
62,Cairo,2023-03-04,38.90416666666667,69.87083333333334,56.91666666666666,35.24166666666667,282.2916666666667,34.96666666666667,53
63,Cairo,2023-03-05,33.675,65.2625,46.208333333333336,28.54583333333333,225.20833333333331,34.020833333333336,53
64,Cairo,2023-03-06,30.179166666666664,44.29583333333333,64.16666666666667,30.058333333333334,280.3333333333333,37.88333333333333,53
65,Cairo,2023-03-07,31.808333333333334,44.9625,65.91666666666667,35.3375,326.75,36.8,53
66,Cairo,2023-03-08,34.1875,45.77916666666667,55.04166666666666,47.70416666666667,379.875,47.05833333333334,53
67,Cairo,2023-03-09,24.079166666666666,45.7125,57.833333333333336,52.675,372.625,52.125,53
68,Cairo,2023-03-10,25.45,45.770833333333336,53.958333333333336,43.34583333333333,355.9166666666667,54.1,53
69,Cairo,2023-03-11,36.35,58.53333333333333,41.91666666666666,45.175,339.4583333333333,43.5625,53
70,Cairo,2023-03-12,24.933333333333334,46.32083333333333,47.41666666666666,38.7625,278.875,33.075,53
71,Cairo,2023-03-13,30.10833333333333,64.69166666666666,42.25,33.525,252.70833333333331,33.1625,53
72,Cairo,2023-03-14,23.070833333333336,34.045833333333334,62.75,25.875,244.58333333333331,27.725,53
73,Cairo,2023-03-15,18.066666666666663,28.70833333333333,55.333333333333336,37.329166666666666,327.7083333333333,34.24583333333333,53
74,Cairo,2023-03-16,21.6625,36.775,42.208333333333336,48.1875,385.1666666666667,44.4375,53
75,Cairo,2023-03-17,27.229166666666668,56.93333333333334,49.0,39.7875,301.0416666666667,41.47083333333333,53
76,Cairo,2023-03-18,27.0,55.17083333333333,58.54166666666666,33.11666666666667,284.3333333333333,33.487500000000004,53
77,Cairo,2023-03-19,18.5625,36.9,71.29166666666667,17.929166666666667,217.20833333333331,16.620833333333334,53
78,Cairo,2023-03-20,23.241666666666664,37.19166666666667,63.66666666666666,20.72083333333333,239.79166666666663,18.179166666666667,53
79,Cairo,2023-03-21,28.004166666666663,42.329166666666666,49.875,41.61666666666667,328.9166666666667,38.8125,53
80,Cairo,2023-03-22,33.333333333333336,53.29583333333333,50.375,56.85416666666666,378.8333333333333,71.41666666666667,53
81,Cairo,2023-03-23,31.245833333333334,66.22500000000001,43.458333333333336,55.60833333333333,369.875,66.97916666666667,53
82,Cairo,2023-03-24,32.02916666666667,66.25,45.125,42.1375,324.2083333333333,48.50833333333333,53
83,Cairo,2023-03-25,35.00416666666667,54.55833333333334,65.375,24.4125,225.04166666666663,22.83333333333333,53
84,Cairo,2023-03-26,21.391666666666666,34.1,72.375,21.7375,230.25,22.791666666666668,53
85,Cairo,2023-03-27,26.291666666666668,39.7125,51.66666666666666,40.67916666666667,322.7916666666667,35.208333333333336,53
86,Cairo,2023-03-28,28.3375,42.99166666666667,40.29166666666666,52.11666666666667,384.3333333333333,49.5625,53
87,Cairo,2023-03-29,23.191666666666663,41.15,68.0,27.73333333333333,247.08333333333331,29.525,53
88,Cairo,2023-03-30,16.620833333333334,30.14583333333333,79.875,21.15833333333333,222.375,22.35833333333333,53
89,Cairo,2023-03-31,18.866666666666667,28.72083333333333,70.125,30.266666666666666,260.5833333333333,31.816666666666663,53
90,Cairo,2023-04-01,26.1125,39.05416666666667,63.125,41.37083333333333,333.4583333333333,40.31666666666667,53
91,Cairo,2023-04-02,19.95,30.166666666666668,66.45833333333333,35.016666666666666,283.2083333333333,34.333333333333336,53
92,Cairo,2023-04-03,19.991666666666667,28.875,54.958333333333336,44.17916666666667,317.375,46.32083333333333,53
93,Cairo,2023-04-04,28.433333333333334,54.77916666666667,61.16666666666666,33.15,258.0,26.875,53
94,Cairo,2023-04-05,41.37916666666667,88.69583333333333,65.41666666666667,33.645833333333336,283.5833333333333,36.083333333333336,53
95,Cairo,2023-04-06,24.0125,38.88333333333333,71.66666666666667,34.983333333333334,277.5416666666667,35.15,53
96,Cairo,2023-04-07,22.34166666666667,38.45,65.33333333333333,29.633333333333336,237.125,25.8125,53
97,Cairo,2023-04-08,32.175000000000004,57.47916666666666,64.95833333333333,27.079166666666666,239.20833333333331,33.49166666666667,53
98,Cairo,2023-04-09,37.82083333333333,71.35000000000001,51.91666666666666,33.487500000000004,260.8333333333333,32.416666666666664,53
99,Cairo,2023-04-10,39.6125,82.12083333333334,69.95833333333333,19.4875,208.91666666666663,25.0375,53
100,Cairo,2023-04-11,18.975,30.225,76.95833333333333,22.445833333333336,224.33333333333331,24.675,53
101,Cairo,2023-04-12,23.508333333333336,52.725,75.79166666666667,20.716666666666665,238.125,18.9125,53
102,Cairo,2023-04-13,25.15833333333333,46.27916666666667,64.45833333333333,30.5875,278.875,26.079166666666666,53
103,Cairo,2023-04-14,30.92083333333333,44.14166666666667,73.20833333333333,35.075,300.625,40.9125,53
104,Cairo,2023-04-15,26.641666666666666,36.24583333333333,84.91666666666667,21.195833333333333,227.58333333333331,22.8625,53
105,Cairo,2023-04-16,27.25,38.13333333333333,81.29166666666667,28.0375,247.54166666666663,29.941666666666663,53
106,Cairo,2023-04-17,27.741666666666664,41.675,63.083333333333336,44.80416666666667,348.3333333333333,47.575,53
107,Cairo,2023-04-18,31.429166666666664,53.05,50.29166666666666,41.92083333333333,303.375,54.4875,53
108,Cairo,2023-04-19,39.04166666666666,76.52499999999999,57.208333333333336,36.579166666666666,266.0416666666667,39.47083333333333,53
109,Cairo,2023-04-20,19.39583333333333,33.22083333333333,88.29166666666667,19.59583333333333,209.0,26.5125,53
110,Cairo,2023-04-21,22.558333333333334,35.45,86.16666666666667,23.775,233.375,29.945833333333336,53
111,Cairo,2023-04-22,17.129166666666666,27.5875,86.5,15.025,192.75,17.354166666666668,53
112,Cairo,2023-04-23,20.5125,37.65416666666667,80.95833333333333,16.304166666666667,191.125,17.158333333333335,53
113,Cairo,2023-04-24,27.23333333333333,47.95,75.70833333333333,22.09166666666667,218.0,24.575,53
114,Cairo,2023-04-25,27.629166666666663,46.18333333333334,76.04166666666667,27.266666666666666,241.95833333333331,30.77916666666667,53
115,Cairo,2023-04-26,28.954166666666666,52.583333333333336,72.66666666666667,28.92083333333333,259.75,35.2875,53
116,Cairo,2023-04-27,23.979166666666668,45.16666666666666,65.25,25.1,239.66666666666663,30.754166666666663,53
117,Cairo,2023-04-28,21.820833333333336,32.0375,80.33333333333333,19.29583333333333,207.54166666666663,27.5375,53
118,Cairo,2023-04-29,18.98333333333333,33.69166666666667,87.08333333333333,14.033333333333331,183.20833333333331,16.220833333333335,53
119,Cairo,2023-04-30,20.6375,30.0875,77.875,22.6,214.20833333333331,27.979166666666668,53
120,Cairo,2023-05-01,25.65833333333333,33.833333333333336,82.54166666666667,26.666666666666668,228.95833333333331,33.045833333333334,53
121,Cairo,2023-05-02,18.7125,27.829166666666666,84.33333333333333,19.0625,198.83333333333331,21.729166666666668,53
122,Cairo,2023-05-03,18.275,24.34583333333333,89.16666666666667,18.116666666666667,191.41666666666663,18.35833333333333,53
123,Cairo,2023-05-04,27.7,41.82083333333333,91.95833333333331,25.620833333333334,230.0,24.683333333333334,53
124,Cairo,2023-05-05,38.65833333333334,98.55833333333334,75.70833333333333,20.516666666666666,196.625,23.85,53
125,Cairo,2023-05-06,28.77916666666667,61.90416666666667,65.75,23.766666666666666,213.625,26.758333333333336,53
126,Cairo,2023-05-07,21.175,31.2,73.45833333333333,17.220833333333335,196.66666666666663,18.441666666666663,53
127,Cairo,2023-05-08,28.604166666666668,39.50416666666667,71.29166666666667,24.808333333333334,215.25,33.300000000000004,53
128,Cairo,2023-05-09,28.866666666666664,41.204166666666666,78.25,28.816666666666663,235.41666666666663,31.9875,53
129,Cairo,2023-05-10,26.34583333333333,35.5375,87.08333333333333,23.4,217.04166666666663,30.64583333333333,53
130,Cairo,2023-05-11,38.708333333333336,84.67916666666666,71.54166666666667,23.34583333333333,211.125,23.64583333333333,53
131,Cairo,2023-05-12,25.441666666666663,42.02916666666667,78.625,19.379166666666663,193.54166666666663,24.616666666666664,53
132,Cairo,2023-05-13,20.6875,30.0125,78.79166666666667,19.808333333333334,183.95833333333331,24.9625,53
133,Cairo,2023-05-14,20.4125,32.19166666666667,85.16666666666667,18.25,181.25,22.791666666666668,53
134,Cairo,2023-05-15,22.15416666666667,36.15833333333333,79.04166666666667,18.354166666666668,182.29166666666663,18.83333333333333,53
135,Cairo,2023-05-16,28.704166666666666,41.00833333333333,85.875,30.0875,242.95833333333331,33.93333333333333,53
136,Cairo,2023-05-17,33.34166666666667,57.2375,69.0,31.075,244.875,33.975,53
137,Cairo,2023-05-18,18.070833333333333,28.9,91.25,16.641666666666666,174.75,24.8375,53
138,Cairo,2023-05-19,20.991666666666667,29.15,80.125,22.729166666666668,201.79166666666663,30.041666666666668,53
139,Cairo,2023-05-20,22.975,32.0375,75.41666666666667,28.370833333333334,234.16666666666663,29.883333333333336,53
140,Cairo,2023-05-21,33.49166666666667,67.67083333333333,66.16666666666667,26.070833333333336,207.70833333333331,28.71666666666667,53
141,Cairo,2023-05-22,40.71666666666667,129.3375,75.79166666666667,16.4875,182.04166666666663,16.974999999999998,53
142,Cairo,2023-05-23,34.17916666666667,83.1125,59.25,37.32083333333333,267.9166666666667,35.083333333333336,53
143,Cairo,2023-05-24,26.5625,60.10833333333333,69.79166666666667,28.025,230.08333333333331,31.95,53
144,Cairo,2023-05-25,26.09583333333333,47.8125,72.58333333333333,25.929166666666664,222.66666666666663,33.791666666666664,53
145,Cairo,2023-05-26,27.39583333333333,66.05416666666666,72.25,22.116666666666664,202.66666666666663,19.425,53
146,Cairo,2023-05-27,45.675,114.24166666666667,71.0,19.5625,169.08333333333334,19.883333333333333,53
147,Cairo,2023-05-28,39.79166666666666,93.23333333333332,66.75,18.566666666666663,170.91666666666666,19.75,53
148,Cairo,2023-05-29,26.308333333333334,44.35,64.5,25.825,227.29166666666663,26.33333333333333,53
149,Cairo,2023-05-30,25.383333333333336,39.18333333333333,79.33333333333333,24.525,213.33333333333331,32.3125,53
150,Cairo,2023-05-31,28.34583333333333,43.475,83.375,24.725,214.70833333333331,30.78333333333333,53
151,Cairo,2023-06-01,33.483333333333334,78.3,56.79166666666666,30.03333333333333,213.625,25.758333333333336,53
152,Cairo,2023-06-02,49.71666666666667,116.87083333333334,64.29166666666667,17.770833333333332,174.91666666666666,16.8,53
153,Cairo,2023-06-03,30.6625,66.87916666666668,68.83333333333333,17.833333333333332,171.04166666666666,23.2375,53
154,Cairo,2023-06-04,22.183333333333334,40.60416666666666,78.83333333333333,15.6,163.83333333333334,18.366666666666667,53
155,Cairo,2023-06-05,22.883333333333336,33.85,83.58333333333333,19.125,185.625,22.7125,53
156,Cairo,2023-06-06,23.65,32.34583333333333,83.58333333333333,24.7125,208.08333333333331,28.34166666666667,53
157,Cairo,2023-06-07,21.95,41.954166666666666,76.79166666666667,22.375,201.91666666666663,22.9,53
158,Cairo,2023-06-08,38.895833333333336,87.39166666666667,54.79166666666666,26.79583333333333,198.41666666666663,23.941666666666663,53
159,Cairo,2023-06-09,47.1375,102.98333333333332,60.208333333333336,25.504166666666663,187.875,29.704166666666666,53
160,Cairo,2023-06-10,23.754166666666663,40.975,78.08333333333333,16.129166666666666,165.375,19.90833333333333,53
161,Cairo,2023-06-11,23.35833333333333,36.02916666666667,60.958333333333336,25.416666666666668,194.58333333333331,25.754166666666663,53
162,Cairo,2023-06-12,25.70833333333333,41.11666666666667,50.25,31.758333333333336,222.16666666666663,28.929166666666664,53
163,Cairo,2023-06-13,25.3625,53.79166666666666,64.375,21.85833333333333,189.20833333333331,20.120833333333334,53
164,Cairo,2023-06-14,22.40833333333333,31.891666666666666,81.16666666666667,18.879166666666663,175.625,26.02083333333333,53
165,Cairo,2023-06-15,24.329166666666666,32.50833333333333,83.0,24.39583333333333,224.5,30.67083333333333,53
166,Cairo,2023-06-16,23.4875,43.38333333333333,66.625,41.5875,284.1666666666667,42.79166666666666,53
167,Cairo,2023-06-17,22.90416666666667,45.208333333333336,70.33333333333333,22.8375,188.125,22.0375,53
168,Cairo,2023-06-18,17.383333333333333,25.5,75.75,20.441666666666663,196.5,22.504166666666663,53
169,Cairo,2023-06-19,20.129166666666663,29.054166666666664,87.33333333333333,21.441666666666663,191.04166666666663,26.47083333333333,53
170,Cairo,2023-06-20,23.204166666666666,31.291666666666668,83.5,18.566666666666663,199.83333333333331,25.745833333333334,53
171,Cairo,2023-06-21,25.77916666666667,33.55416666666667,88.83333333333333,19.425,204.45833333333331,26.20833333333333,53
172,Cairo,2023-06-22,23.59166666666667,31.53333333333333,94.95833333333331,20.966666666666665,209.41666666666663,28.570833333333336,53
173,Cairo,2023-06-23,23.375,30.42083333333333,83.75,23.308333333333334,216.125,24.883333333333336,53
174,Cairo,2023-06-24,20.175,27.21666666666667,85.70833333333333,21.40416666666667,196.875,20.570833333333333,53
175,Cairo,2023-06-25,21.65416666666667,26.84583333333333,87.25,22.6625,193.625,23.40833333333333,53
176,Cairo,2023-06-26,25.541666666666668,32.40416666666667,87.45833333333333,25.870833333333334,210.20833333333331,31.695833333333336,53
177,Cairo,2023-06-27,22.8625,35.42916666666667,71.54166666666667,27.625,221.41666666666663,29.92083333333333,53
178,Cairo,2023-06-28,25.42083333333333,34.358333333333334,80.33333333333333,23.370833333333334,219.20833333333331,28.35833333333333,53
179,Cairo,2023-06-29,21.641666666666666,30.15,84.41666666666667,21.3375,217.375,26.27916666666667,53
180,Cairo,2023-06-30,24.829166666666666,34.125,84.16666666666667,19.454166666666666,211.375,26.48333333333333,53
181,Cairo,2023-07-01,19.6375,28.0875,91.08333333333331,14.691666666666668,189.16666666666663,16.716666666666665,53
182,Cairo,2023-07-02,20.15833333333333,27.195833333333336,88.91666666666667,18.695833333333333,197.66666666666663,21.308333333333334,53
183,Cairo,2023-07-03,21.929166666666664,31.15416666666667,91.5,26.2125,240.79166666666663,26.33333333333333,53
184,Cairo,2023-07-04,26.4,52.51666666666667,83.45833333333333,23.34166666666667,234.33333333333331,28.504166666666663,53
185,Cairo,2023-07-05,21.6875,32.479166666666664,85.75,19.441666666666663,202.16666666666663,28.079166666666666,53
186,Cairo,2023-07-06,24.0375,34.987500000000004,79.5,22.28333333333333,210.83333333333331,30.058333333333334,53
187,Cairo,2023-07-07,24.004166666666663,34.75833333333333,82.83333333333333,19.154166666666665,218.75,24.65,53
188,Cairo,2023-07-08,21.5125,32.545833333333334,93.33333333333331,14.2,203.125,17.462500000000002,53
189,Cairo,2023-07-09,20.35833333333333,34.541666666666664,97.83333333333331,10.979166666666666,195.33333333333331,13.425,53
190,Cairo,2023-07-10,17.416666666666668,29.370833333333334,93.875,14.9125,199.25,21.291666666666668,53
191,Cairo,2023-07-11,16.537499999999998,25.45,84.75,16.5625,202.08333333333331,19.779166666666665,53
192,Cairo,2023-07-12,15.591666666666669,24.9625,84.33333333333333,17.92083333333333,199.45833333333331,17.116666666666667,53
193,Cairo,2023-07-13,18.525,24.95833333333333,90.54166666666669,20.691666666666663,209.08333333333331,23.22083333333333,53
194,Cairo,2023-07-14,20.275,27.525,94.125,21.59166666666667,230.45833333333331,23.616666666666664,53
195,Cairo,2023-07-15,23.46666666666667,30.59583333333333,92.625,22.34583333333333,243.75,23.433333333333334,53
196,Cairo,2023-07-16,23.09166666666667,32.5375,84.66666666666667,24.1375,237.45833333333331,24.354166666666668,53
197,Cairo,2023-07-17,27.10833333333333,43.32916666666667,84.29166666666667,27.370833333333334,239.625,28.166666666666668,53
198,Cairo,2023-07-18,24.4875,37.30416666666667,88.875,24.304166666666664,223.79166666666663,29.004166666666663,53
199,Cairo,2023-07-19,22.183333333333334,34.06666666666667,81.5,28.02916666666667,232.91666666666663,32.829166666666666,53
